 ,Armii Krajowej,Bora-Komorowskiego,Bulwary,Dworzec,Grzegórzecka,Kamieńskiego,Klimeckiego,Kopernika,Kotlarska,Mogilska,Monte Cassino,Niepołomska,Nowohucka,Smoleńsk,Tyniecka,Wadowicka,Wielicka,Średnia temp.,Min. temp.,Maks. temp.,Odczuwalna temp.,Opady (mm),Wiatr
2017/09/30,,,1486,,,,,,956,1244,,,,,,238,475,12,7,16,11,0,7
2017/10/01,,,2286,,,,,,1210,1399,,,,,,226,619,11,6,16,12,0,5
2017/10/02,,,1928,,,,,,2100,2933,,,,,,565,917,12,7,18,13,0,7
2017/10/03,,,499,,,,,,698,1074,,,,,,222,308,10,7,14,10,7,9
2017/10/04,,,1331,,,,,,1711,2426,,,,,,543,677,11,8,14,9,0,17
2017/10/05,,,748,,,,,,1155,1660,,,,,,384,477,12,10,13,9,1,24
2017/10/06,,,544,,,,,,861,1270,,,,,,341,337,8,7,9,5,1,29
2017/10/07,,,514,,,,,,428,685,,,,,,165,205,10,7,12,7,0,15
2017/10/08,,,402,,,,,,301,498,,,,,,92,159,8,6,11,6,0,17
2017/10/09,,,1047,,,,,,1464,2243,,,,,,443,568,8,5,10,4,0,19
2017/10/10,,,935,,,,,,1429,2032,,,,,,424,559,8,6,11,6,0,19
2017/10/11,,,1002,,,,,,1370,2084,,,,,,413,562,12,10,15,11,0,19
2017/10/12,,,1336,,,,,,1736,2515,,,,,,515,751,14,10,19,13,0,18
2017/10/13,,,1087,,,,,,1498,2207,,,,,,449,652,11,9,13,9,0,18
2017/10/14,,,1229,,,,,,781,1191,,,,,,202,391,13,9,17,11,0,13
2017/10/15,,,1562,,,,,,1261,1463,,,,,,225,535,16,12,20,15,0,11
2017/10/16,,,2284,,,,,,2392,3175,,,,,,621,946,18,12,23,17,0,9
2017/10/17,,,2426,,,,,,2453,3436,,,,,,648,1039,17,12,22,17,0,7
2017/10/18,,,2245,,,,,,2456,3231,,,,,,621,963,17,12,22,16,0,5
2017/10/19,,,1870,,,,,,2226,3113,,,,,,604,914,14,11,18,15,0,5
2017/10/20,,,1179,,,,,,1551,2282,,,,,,443,669,12,9,16,13,0,4
2017/10/21,,,858,,,,,,605,957,,,,,,179,313,12,8,16,11,0,10
2017/10/22,,,310,,,,,,278,474,,,,,,101,122,10,7,13,8,0,7
2017/10/23,,,281,,,,,,465,709,,,,,,178,175,8,7,9,6,7,13
2017/10/24,,,744,,,,,,1125,1792,,,,,,360,438,5,3,7,5,0,9
2017/10/25,,,810,,,,,,1232,2624,,,,,,367,484,6,2,11,6,0,8
2017/10/26,,,1058,,,,,,1366,2547,,,,,,442,629,13,11,15,10,0,16
2017/10/27,,,397,,,,,,569,1011,,,,,,185,229,9,7,11,7,2,17
2017/10/28,,,168,,,,,,190,309,,,,,,72,106,8,6,9,4,0,22
2017/10/29,,,66,,,,,,83,264,,,,,,28,37,6,3,9,2,7,34
2017/10/30,,,473,,,,,,800,1181,,,,,,248,313,2,0,5,-2,1,24
2017/10/31,,,579,,,,,,900,987,,,,,,259,381,3,0,6,-2,0,17
2017/11/01,,,273,,,,,,306,631,,,,,,58,128,6,3,9,2,0,19
2017/11/02,,,575,,,,,,737,1280,,,,,,222,297,10,6,13,6,1,18
2017/11/03,,,470,,,,,,664,1229,,,,,,209,291,6,4,9,5,0,12
2017/11/04,,,1210,,,,,,667,675,,,,,,171,354,8,3,13,6,0,6
2017/11/05,,,1223,,,,,,668,904,,,,,,137,332,10,4,15,6,0,8
2017/11/06,,,1040,,,,,,1304,2000,,,,,,351,533,10,6,13,9,0,4
2017/11/07,,,831,,,,,,1197,1919,,,,,,360,496,6,3,8,4,0,12
2017/11/08,,,750,,,,,,1103,1715,,,,,,303,417,4,2,7,1,0,11
2017/11/09,,,733,,,,,,1043,1616,,,,351,,295,441,6,3,8,5,0,4
2017/11/10,,,658,,,,,,892,1360,,,,511,,265,371,8,6,9,4,0,15
2017/11/11,,,334,,,,,,239,504,,,,213,,71,136,5,3,7,1,0,22
2017/11/12,,,393,,,,,,278,520,,,,205,,63,167,5,3,7,2,3,10
2017/11/13,,,285,,,,,,520,798,,,,288,,159,206,3,2,4,1,3,10
2017/11/14,,,589,,,,,,960,1395,,,,497,,240,400,2,0,5,1,0,8
2017/11/15,,,653,,,,,,985,1497,496,,,509,245,270,312,4,0,7,1,0,6
2017/11/16,,,708,413,,,,,945,1530,780,,,537,446,241,373,3,0,6,1,0,6
2017/11/17,,,335,385,,,,,577,841,472,,,324,185,153,210,4,2,6,3,0,6
2017/11/18,,,301,219,,,,,261,480,243,,,224,244,100,113,3,1,5,1,0,8
2017/11/19,,,433,188,,,,,297,538,323,,,198,470,89,136,2,0,5,-2,0,18
2017/11/20,,,364,407,,,,,507,844,450,,,325,206,164,202,2,0,3,-3,0,20
2017/11/21,,,420,510,,,,,670,1056,519,,,373,228,171,206,2,0,4,0,1,7
2017/11/22,,,427,509,,,,,645,1020,516,,,419,234,182,235,6,4,7,4,1,5
2017/11/23,,,750,629,,,,,951,1395,824,,,523,497,239,395,7,3,11,5,0,6
2017/11/24,,,735,629,,,,,943,1363,749,,,481,482,244,387,8,3,12,6,0,6
2017/11/25,,,535,286,,,,,373,617,424,,,241,624,101,198,9,5,13,7,0,7
2017/11/26,,,163,108,,,,,180,347,184,,,189,163,58,82,4,0,7,1,0,13
2017/11/27,,,488,536,,,,,735,1151,650,,,430,312,222,308,2,-1,4,-2,0,8
2017/11/28,,,558,596,,,,,819,1235,709,,,450,382,195,331,2,-1,6,0,0,7
2017/11/29,,,304,388,,,,,467,780,429,,,327,182,156,174,1,-1,3,1,1,3
2017/11/30,,,221,290,,,,,320,563,313,,,246,133,106,121,0,0,1,-3,5,11
2017/12/01,,,250,368,,,,,435,749,398,,,269,200,141,121,0,-3,2,-4,0,11
2017/12/02,,,106,135,,,,,128,213,115,,,118,106,74,36,-2,-4,-1,-3,0,5
2017/12/03,,,95,75,,,,,80,163,109,,,100,72,37,29,-2,-4,0,-5,2,11
2017/12/04,,,195,252,,,,,318,562,281,,,231,170,140,105,-2,-5,1,-6,1,17
2017/12/05,,,247,344,,,,,418,709,370,,,287,193,138,181,2,0,3,-4,1,19
2017/12/06,,,232,360,,,,,445,678,367,,,317,158,125,205,4,3,5,-1,0,27
2017/12/07,,,401,454,,,,,612,931,516,,,388,316,153,275,3,1,5,-1,0,14
2017/12/08,,,374,445,,,,,549,884,472,,,345,261,224,262,4,1,6,0,1,11
2017/12/09,,,134,159,,,,,178,326,185,,,186,153,86,103,0,-1,2,-3,0,11
2017/12/10,,,303,145,,,,,227,384,245,,,150,390,95,113,0,-2,2,-4,0,12
2017/12/11,,,508,538,,,,,697,1095,577,,,402,308,240,278,4,0,8,3,0,9
2017/12/12,,,497,572,,,,,812,1238,634,,,493,343,209,314,8,4,11,6,0,14
2017/12/13,,,471,528,,,,,691,1110,618,,,475,325,208,268,2,-1,4,0,0,9
2017/12/14,,,410,486,,,,,670,1072,531,,,440,263,264,251,3,-1,7,-1,0,16
2017/12/15,,,385,447,,,,,584,932,485,,,369,215,184,232,4,1,6,0,0,11
2017/12/16,,,142,134,,,,,171,335,178,,,195,190,121,93,0,-1,2,-2,0,10
2017/12/17,,,149,98,,,,,150,261,162,,,141,137,64,69,1,-1,3,-2,0,7
2017/12/18,,,292,352,,,,,530,809,390,,,328,197,252,191,0,-2,1,-2,0,5
2017/12/19,,,308,392,,,,,542,891,410,,,350,219,287,199,-2,-4,-1,-6,0,10
2017/12/20,,,286,362,,,,,498,767,388,,,348,194,231,203,-2,-3,0,-5,0,11
2017/12/21,,,249,305,,,,,444,666,362,,,315,171,230,155,0,-3,2,-4,1,13
2017/12/22,,,211,246,,,,,376,557,264,,,266,135,130,144,2,2,3,-2,0,17
2017/12/23,,,58,61,,,,,76,136,93,,,128,41,33,45,4,1,6,-2,2,22
2017/12/24,,,40,40,,,,,48,70,45,,,47,52,13,34,7,6,8,3,0,26
2017/12/25,,,229,62,,,,,110,171,119,,,76,278,24,65,6,2,9,3,0,15
2017/12/26,,,257,56,,,,,120,218,122,,,82,269,60,69,4,1,6,3,0,6
2017/12/27,,,364,230,,,,,336,562,270,,,219,349,130,166,4,0,8,2,0,9
2017/12/28,,,347,257,,,,,377,609,320,,,202,244,116,167,6,3,8,3,1,10
2017/12/29,,,135,171,,,,,201,362,196,,,161,90,74,97,0,-2,2,-2,0,11
2017/12/30,,,282,114,,,,,162,286,175,,,142,297,79,94,0,-2,2,-2,0,8
2017/12/31,,,148,85,,,,,134,251,123,,,97,185,51,71,4,2,7,2,0,16
2018/01/01,,,252,85,,,,,132,205,153,,,100,222,66,59,4,2,7,3,0,10
2018/01/02,,,354,300,,,,,393,660,350,,,257,238,175,168,2,0,5,0,0,9
2018/01/03,,,360,373,,,,,493,817,440,,,326,250,222,221,2,0,4,-1,4,14
2018/01/04,,,489,449,,,,,635,983,579,,,374,335,228,265,4,1,7,0,0,17
2018/01/05,,,448,440,,,,,578,935,513,,,358,342,188,251,5,1,9,2,0,13
2018/01/06,,,424,125,,,,,271,388,283,,,144,475,49,129,8,5,10,6,0,5
2018/01/07,,,166,82,,,,,143,233,154,,,113,184,35,82,4,2,7,3,0,11
2018/01/08,,,251,344,,,,,470,723,358,,,291,180,141,180,0,-2,2,-3,0,15
2018/01/09,,,344,466,,,,,552,831,408,,,321,277,164,177,0,-2,3,-4,0,14
2018/01/10,,,388,476,,,,,579,918,499,,,382,252,326,220,4,2,6,3,0,4
2018/01/11,,,303,404,,,,,486,845,438,,,262,202,319,206,2,1,3,0,0,7
2018/01/12,,,277,374,,,,,434,750,378,,,291,191,248,180,0,-2,1,-4,0,17
2018/01/13,,,130,123,,,,,125,261,179,,,134,127,91,85,-2,-4,0,-8,0,22
2018/01/14,,,117,105,,,,,176,268,148,,,143,253,87,93,-4,-6,-3,-10,0,15
2018/01/15,,,288,313,,,,,505,719,370,,,279,179,414,182,-4,-7,-2,-7,0,8
2018/01/16,,,276,340,,,,,465,685,349,,,254,232,277,143,-2,-6,2,-5,0,9
2018/01/17,,,219,306,,,,,394,641,326,,,262,195,286,130,2,0,3,-4,0,19
2018/01/18,,,257,288,,,,,361,586,350,,,226,187,287,155,2,-1,4,-4,0,20
2018/01/19,,,236,316,,,,,404,589,344,,,232,165,269,128,0,-1,2,-4,0,20
2018/01/20,,,134,130,,,,,114,242,157,,,127,122,96,80,0,-3,2,-3,0,8
2018/01/21,,,35,13,,,,,64,80,56,,,52,64,24,19,-1,-2,0,-5,1,11
2018/01/22,,,121,203,,,,,325,485,286,,,185,139,213,106,-4,-6,-2,-7,0,9
2018/01/23,,,124,286,,,,,358,578,302,,,223,156,224,135,-4,-7,-2,-6,0,5
2018/01/24,,,188,317,,,,,410,648,349,,,273,153,235,168,0,-3,4,-2,0,8
2018/01/25,,,278,367,,,,,457,700,457,,,284,249,290,205,4,1,7,2,0,5
2018/01/26,,,278,333,,,,,427,599,370,,,268,195,246,165,2,0,5,2,0,2
2018/01/27,,,136,111,,,,,128,249,155,,,128,111,89,79,2,0,4,1,0,5
2018/01/28,,,131,83,,,,,122,181,122,,,115,162,75,57,3,0,6,-1,0,18
2018/01/29,,,391,379,,,,,486,772,458,,,298,255,338,231,8,5,10,3,0,22
2018/01/30,,,341,375,,,,,504,733,463,,,299,207,343,197,4,1,7,0,0,27
2018/01/31,,,445,408,,,,,579,897,531,,,335,303,361,245,4,0,7,0,0,11
2018/02/01,,,349,366,,,,,515,763,459,,,280,231,306,225,4,1,7,3,0,5
2018/02/02,,,307,329,,,,,426,655,408,,,270,217,284,173,2,0,4,1,0,7
2018/02/03,,,204,130,,,,,183,319,187,,,131,190,109,86,1,0,2,0,0,5
2018/02/04,,,115,78,,,,,120,215,99,,,91,119,57,69,0,-2,1,-2,0,6
2018/02/05,,,296,338,,,,,446,674,329,,,256,193,294,156,-2,-5,0,-5,0,8
2018/02/06,,,288,318,,,,,431,640,317,,,255,209,270,161,-4,-6,-2,-5,0,6
2018/02/07,,,255,299,,,,,367,641,316,,,248,166,220,164,-2,-5,0,-5,0,8
2018/02/08,,,152,252,,,,,272,463,213,,,162,134,195,117,0,-1,0,-3,0,8
2018/02/09,,,100,248,,,,,320,458,251,,,197,117,197,123,-1,-2,0,-3,0,6
2018/02/10,,,55,93,,,,,95,199,98,,,118,73,63,51,-2,-3,0,-3,0,5
2018/02/11,,,111,67,,,,,107,177,83,,,71,101,43,54,-2,-4,1,-3,0,6
2018/02/12,,,227,320,,,,,383,599,271,,,231,140,231,157,0,-2,3,-2,0,7
2018/02/13,,,253,318,,,,,382,587,325,,,217,153,213,97,0,-2,2,-2,0,6
2018/02/14,,,206,247,,,,,304,491,275,,,232,157,192,111,-1,-2,0,-5,0,12
2018/02/15,,,190,267,,,,,316,484,226,,,201,131,301,105,-2,-3,-1,-5,0,8
2018/02/16,,,198,231,,,,,307,456,252,,,203,158,182,125,-1,-3,1,-4,0,11
2018/02/17,,,197,118,,,,,154,242,140,,,113,203,86,83,0,-3,3,-2,0,5
2018/02/18,,,122,85,,,,,107,197,117,,,110,144,58,64,-2,-4,1,-3,0,7
2018/02/19,,,339,320,,,,,443,669,330,,,239,253,237,182,-2,-5,1,-5,0,8
2018/02/20,,,249,304,,,,,424,627,297,,,236,158,221,158,-3,-5,-1,-8,0,12
2018/02/21,,,251,280,,,,,396,599,285,,,240,134,229,125,-3,-4,-2,-6,0,8
2018/02/22,,,235,282,,,,,373,564,265,,,210,130,200,117,-4,-6,-2,-9,0,15
2018/02/23,,,182,203,,,,,290,448,224,,,195,112,154,109,-4,-6,-2,-9,0,13
2018/02/24,,,35,41,,,,,56,100,68,,,91,66,71,30,-7,-10,-4,-12,0,13
2018/02/25,,,22,34,,,,,49,89,58,,,75,88,31,17,-10,-12,-9,-15,0,9
2018/02/26,,,61,182,,,,,231,420,163,,,140,117,128,54,-11,-13,-9,-17,0,13
2018/02/27,,,51,181,,,,,246,412,164,,,158,87,144,73,-12,-14,-10,-20,0,19
2018/02/28,,,92,184,,,,,210,402,184,,,164,137,145,49,-11,-13,-9,-17,0,13
2018/03/01,,,68,199,,,,,210,399,200,,,160,126,140,72,-11,-14,-8,-16,0,8
2018/03/02,,,60,169,,,,,253,382,167,,,154,87,123,56,-11,-15,-7,-17,0,12
2018/03/03,,,37,76,,,,,67,129,81,,,75,37,42,26,-10,-12,-7,-12,0,5
2018/03/04,,,78,61,,,,,65,137,106,,,90,112,39,32,-8,-12,-3,-9,0,5
2018/03/05,,,230,260,,,,,367,600,297,,,241,162,240,130,-2,-7,3,-3,0,5
2018/03/06,,,251,351,,,,,424,695,344,,,253,209,244,156,2,-1,5,0,1,6
2018/03/07,,,351,364,,,,,499,797,389,,,302,241,285,186,4,0,7,1,0,7
2018/03/08,,,581,460,,,,,661,994,573,,,378,343,397,262,4,1,8,1,0,13
2018/03/09,,,503,419,,,,,570,824,475,,,300,339,354,262,5,1,9,1,0,16
2018/03/10,,,739,274,,,,,424,611,419,,,225,772,244,200,6,1,11,5,0,6
2018/03/11,,,2303,404,,,,,960,1141,1035,,,379,2558,304,514,10,4,15,8,0,7
2018/03/12,,,901,662,,,,,1039,1550,931,,,488,599,1398,447,12,6,17,9,0,14
2018/03/13,,,931,722,,,,,1111,1555,910,,,511,522,905,420,10,6,13,7,0,16
2018/03/14,,,482,460,,,,,766,1131,553,,,404,304,399,291,6,2,9,3,0,12
2018/03/15,,,525,525,,,,,751,1091,542,,,391,313,389,276,4,1,7,2,0,9
2018/03/16,,,190,298,,,,,333,528,262,,,238,119,209,133,2,-2,5,-2,1,14
2018/03/17,,,47,67,,,,,69,149,84,,,108,79,41,35,-5,-7,-3,-10,0,22
2018/03/18,,,27,45,,,,,44,101,50,,,97,42,17,25,-7,-9,-5,-15,0,29
2018/03/19,,,121,193,,,,,251,408,195,,,174,159,160,70,-6,-8,-4,-12,0,16
2018/03/20,,,185,258,,,,,340,498,242,,,200,127,174,125,-4,-6,-2,-8,0,9
2018/03/21,,,260,339,,,,,440,710,344,,,277,188,222,178,-2,-4,0,-6,0,12
2018/03/22,,,500,448,,,,,661,969,472,,,319,371,395,253,0,-5,4,-3,0,10
2018/03/23,,,433,427,,,,,699,921,472,,,372,305,340,223,2,-2,5,0,0,6
2018/03/24,,,581,256,,,,,392,580,453,,,248,599,233,217,2,-2,6,-1,0,8
2018/03/25,,,1419,318,,,,,657,856,724,,,293,1626,237,334,4,0,9,4,0,4
2018/03/26,,,628,597,,,,,857,1314,650,,,420,443,621,372,4,1,7,2,0,7
2018/03/27,,,387,405,,,,,578,909,467,,,303,222,319,250,2,-1,5,0,1,10
2018/03/28,,,560,582,,,,,792,1206,676,,,419,439,1147,307,4,-1,9,2,0,7
2018/03/29,,,426,360,,,,,550,770,476,,,320,286,1191,231,7,3,11,5,2,11
2018/03/30,,,1005,456,,,,,835,1079,680,,,382,912,486,377,8,4,13,8,0,8
2018/03/31,,,333,113,,,,,193,277,207,,,127,336,302,99,12,6,17,9,0,9
2018/04/01,,,63,34,,,,,35,84,55,,,38,70,32,18,5,2,8,1,1,24
2018/04/02,,,519,116,,,,,239,319,283,,,150,483,158,150,6,2,9,1,0,23
2018/04/03,,,1830,729,,,,,1364,1822,1217,,,494,1435,705,674,11,3,19,10,0,9
2018/04/04,,,2030,1040,,,,,1911,2614,1635,,,735,1340,1053,790,14,8,21,13,0,7
2018/04/05,,,1825,1132,,,,,1906,2599,1501,,,769,1031,1019,807,13,8,18,12,0,11
2018/04/06,,,1349,876,,,,,1559,2095,1207,,,615,758,883,620,8,4,11,6,0,13
2018/04/07,,,2763,625,,,,,1533,1787,1515,,,596,2885,719,805,10,2,17,8,0,14
2018/04/08,,,5176,816,,,,,2510,2660,2556,,,720,6185,718,1243,16,8,23,14,0,11
2018/04/09,,,3092,1555,,,,,2871,3740,2276,,,959,2018,1658,1240,18,10,26,18,0,10
2018/04/10,,,2385,1462,,,,,2616,3653,2082,,,908,1405,1431,1096,16,11,21,16,0,8
2018/04/11,,,2869,1547,,,,,3006,3863,2443,,,921,1625,1677,1272,16,10,21,15,0,7
2018/04/12,,,3226,1749,,,,,3072,4173,2459,,,1014,2064,2644,1454,17,10,24,17,0,10
2018/04/13,,,2112,1227,,,,,2246,2926,1778,,,799,1139,1202,956,17,12,22,16,0,9
2018/04/14,,,4078,891,,,,,2045,2543,2216,,,723,4064,761,974,16,10,21,16,0,8
2018/04/15,,,5217,878,,,,,2444,2816,2651,,,761,5986,737,1329,17,10,24,18,0,7
2018/04/16,,,1516,1200,,,,,1885,2673,1396,,,738,827,881,868,18,14,22,18,1,7
2018/04/17,,,1965,1352,,,,,2306,3225,1768,,,836,1083,1021,1009,12,10,15,12,0,13
2018/04/18,,,3444,1714,,,,,3268,4440,2562,,,1074,2038,1439,1431,14,9,20,14,0,9
2018/04/19,,,3364,1844,,,,,3429,4452,2749,,,1166,2222,1458,1474,16,10,22,15,0,13
2018/04/20,,,3277,1674,,,,,3230,4101,2638,,,1067,2171,1669,1390,14,8,20,16,0,5
2018/04/21,,,3834,891,,,,,2044,2696,2232,,,816,3909,1460,1077,18,11,26,18,1,13
2018/04/22,,,2922,1005,,,,,2961,3395,2733,,,837,5905,938,1387,16,11,21,16,0,7
2018/04/23,,,1976,1555,,,,,2500,3496,1899,,,874,1105,1267,1141,17,10,24,17,3,8
2018/04/24,,,2521,1683,,,,,2894,3975,2219,,,934,1428,1309,1215,16,13,20,16,0,13
2018/04/25,,,3160,1883,,,,,3412,4518,2669,,,1092,1841,1506,1472,18,12,23,17,0,16
2018/04/26,,,1846,1571,,,,,2512,3505,1805,,,848,892,1085,1095,12,7,16,12,2,11
2018/04/27,,,2714,1649,,,,,2873,3733,2099,,,1001,1535,1263,1284,11,6,16,10,0,8
2018/04/28,,,3611,789,,,,,1986,2347,1900,,,639,3694,809,962,16,8,25,17,0,6
2018/04/29,,,3520,701,,,,,1798,2137,1735,,,602,4027,711,865,20,13,27,20,0,10
2018/04/30,,,2835,1188,,,,,2364,2928,1881,,,795,2176,1196,1075,22,16,27,21,0,12
2018/05/01,,,5329,843,,,,,2559,2671,2438,,,703,6341,949,1270,20,14,25,19,0,11
2018/05/02,,,2105,903,,,,,1752,2192,1449,,,605,1674,826,876,18,12,24,18,0,11
2018/05/03,,,5003,775,,,,,2475,2511,2335,,,745,5990,805,1208,22,14,29,22,1,6
2018/05/04,,,2910,963,,,,,2374,2766,1849,,,749,2455,986,990,18,14,22,18,0,12
2018/05/05,,,3617,723,,,,,1995,2300,1885,,,674,3935,726,1061,16,12,20,15,0,11
2018/05/06,,,4257,826,,,,,2183,2365,2418,,,709,5072,722,1149,14,8,19,13,0,13
2018/05/07,,,3288,2013,,,,,3723,4712,2682,,,1183,2130,1606,1582,14,8,20,15,0,10
2018/05/08,,,2082,1671,,,,,2694,3556,2034,,,950,1137,1209,1244,15,10,20,16,4,10
2018/05/09,,,2369,1690,,,,,2931,3775,2190,,,1007,1584,1572,1199,18,13,24,18,0,10
2018/05/10,,,3539,2084,,,,,3742,4748,2810,,,1247,2311,2051,1592,18,12,24,18,0,14
2018/05/11,,,2277,1697,,,,,2914,3806,2080,,,1047,1357,1801,1298,19,13,25,19,2,5
2018/05/12,,,3546,994,,,,,2132,2632,2060,,,828,3672,1268,1082,18,13,23,18,0,10
2018/05/13,,,5073,1068,,,,,2794,2994,2633,,,865,5782,1044,1333,16,11,22,16,0,14
2018/05/14,,,2655,1981,,,,,3338,4369,2563,,,1096,1527,1563,1503,12,8,17,12,0,14
2018/05/15,,,1833,1567,,,,,2390,3438,1812,,,1002,1061,1094,1063,12,7,16,11,1,11
2018/05/16,,,1156,1137,,,,,1698,2378,1332,,,775,679,916,792,12,9,15,12,1,6
2018/05/17,,,579,636,,,,,902,1343,593,,,409,237,541,373,14,11,16,11,5,20
2018/05/18,,,811,744,,,,,1096,1526,810,,,523,415,527,478,12,10,14,11,1,18
2018/05/19,,,2302,709,,,,,1359,1853,1483,,,733,2165,697,749,14,10,19,13,0,12
2018/05/20,,,4352,807,,,,,2094,2569,2049,,,711,4780,731,1163,14,9,20,14,0,9
2018/05/21,,,2926,2082,,,,,3456,4482,2633,,,1146,2043,1493,1549,14,8,19,14,0,14
2018/05/22,,,3445,2149,,,,,3884,4946,2946,,,1193,2350,1710,1627,16,9,23,17,0,5
2018/05/23,,,2738,1845,,,,,3180,4101,2294,,,1065,1639,1510,1295,19,14,24,19,0,9
2018/05/24,,,3518,2138,,,,,3864,4835,2885,,,1287,2281,1691,1610,18,12,23,17,0,13
2018/05/25,,,2949,1915,,,,,3402,4246,2504,,,1120,2011,1450,1454,18,12,23,17,0,11
2018/05/26,,,2622,935,,,,,1784,2315,1694,,,768,2512,794,836,18,12,25,19,0,3
2018/05/27,,,4098,934,,,,,2143,2569,2117,,,817,4215,733,1072,20,14,26,21,0,7
2018/05/28,,,3703,2216,,,,,3920,5099,2997,,,1344,2489,2080,1643,20,15,25,20,0,14
2018/05/29,,,3754,2345,,,,,4148,5252,3080,,,1256,2376,1812,1735,20,13,27,20,0,10
2018/05/30,,,3190,2020,,,,,3672,4743,2765,,,1246,1883,1809,1455,21,15,27,22,0,6
2018/05/31,,,4624,884,,,,,2589,2533,2464,,,724,5033,1078,1199,23,17,29,23,0,6
2018/06/01,,,2368,1179,,,,,2257,2816,1862,,,779,1809,1178,985,22,16,29,24,0,9
2018/06/02,,,1934,568,,,,,1142,1458,1342,,,560,1747,566,627,20,16,25,21,0,11
2018/06/03,,,2897,708,,,,,1458,1889,1556,,,635,2541,822,837,20,15,24,19,0,10
2018/06/04,,,3230,2122,,,,,3595,4579,2684,,,1199,1940,2091,1522,20,15,26,21,0,6
2018/06/05,,,3203,2022,,,,,3630,4677,2840,,,1271,1955,2271,1449,20,15,26,21,4,9
2018/06/06,,,3534,2231,,,,,3961,5016,2910,,,1232,2092,1711,1543,14,10,19,14,0,15
2018/06/07,,,3714,2217,,,,,3928,5156,3019,,,1260,2440,1854,1668,16,9,22,16,0,13
2018/06/08,,,3207,1950,,,,,3640,4595,2698,,,1175,1936,1794,1395,20,14,27,21,0,6
2018/06/09,,,2897,970,,,,,1988,2551,1925,,,802,2748,825,942,22,16,28,22,0,8
2018/06/10,,,3939,884,,,,,2055,2550,2027,,,780,4051,675,1037,22,17,28,24,0,8
2018/06/11,,,3194,2051,,,,,1367,4529,2786,,,1183,1845,2004,1489,22,17,26,22,0,12
2018/06/12,,,1546,1115,,,,,14,2363,1318,,,758,908,909,717,18,15,21,18,1,6
2018/06/13,,,2010,1555,,,,,0,3497,1857,,,963,1083,1489,1116,18,14,22,18,1,11
2018/06/14,,,2266,1564,,,,,2,3610,1926,,,1076,1165,1208,1040,16,14,18,16,3,9
2018/06/15,,,2771,1699,,,,,0,4029,2416,,,1164,1739,1436,1353,18,12,23,18,1,9
2018/06/16,,,3070,945,,,,,0,2393,1910,,,755,2883,758,937,19,13,25,20,0,8
2018/06/17,,,4250,940,,,,,0,2721,2126,,,872,4739,745,1210,20,15,25,21,0,8
2018/06/18,,,2332,1593,,,,,0,3803,1883,,,1031,1401,1283,1122,20,15,24,20,0,6
2018/06/19,,,3207,2004,,,,,28,4599,2648,,,1281,1999,1875,1498,20,15,26,21,0,7
2018/06/20,,,3853,2185,,,,,7,4940,3117,,,1322,2369,2159,1625,22,16,27,22,0,4
2018/06/21,,,3079,1926,,,,,1,4461,2632,,,1135,1775,1693,1468,22,14,30,24,2,15
2018/06/22,,,1969,1489,,,,,12,3388,1884,,,986,1008,1781,1047,12,9,16,13,0,13
2018/06/23,,,718,379,,,,,1,902,693,,,372,467,342,362,12,8,15,10,4,16
2018/06/24,,,569,244,,,,,0,637,539,,,313,526,335,261,13,8,18,12,2,17
2018/06/25,,,2225,1501,,,,,1230,3416,1936,,,944,1343,1448,1189,15,10,20,15,1,8
2018/06/26,,,2392,1528,,,,,2591,3580,1922,,,963,1408,1452,1213,15,10,20,15,0,5
2018/06/27,,,1885,1487,,,,,2664,3491,1853,,,872,1014,1267,1125,14,9,18,15,2,11
2018/06/28,,,681,631,,,,,1014,1363,655,,,479,287,563,422,18,16,21,18,13,16
2018/06/29,,,2446,1380,,,,,2564,3438,1896,,,982,1691,2053,1129,21,16,26,20,6,12
2018/06/30,,,1347,555,,,,,985,1308,1026,,,478,1166,529,544,14,10,17,12,1,15
2018/07/01,,,1304,407,,,,,744,1150,682,,,375,1132,424,394,12,7,16,12,1,13
2018/07/02,,,2534,1654,,,,,2978,3799,2171,,,881,1649,1471,1357,14,8,19,13,0,13
2018/07/03,,,3027,1799,,,,,3333,4258,2527,,,1112,2041,1492,1437,16,10,23,17,0,13
2018/07/04,,,3735,2047,,,,,3828,4784,2959,,,1147,2585,1711,1721,20,13,26,20,0,9
2018/07/05,,,3590,1984,,,1759,,3363,4720,2819,,,1113,2423,2108,1661,22,16,29,23,0,8
2018/07/06,,465,1706,1362,,,1477,,2392,3104,1717,,175,776,1121,1204,1058,22,17,26,20,5,9
2018/07/07,,842,2596,735,,,1444,985,1662,2011,1742,,688,751,2987,1013,870,19,14,24,19,0,11
2018/07/08,,934,3622,788,,,1720,1988,1904,2312,2117,,767,686,4530,990,1092,18,13,24,19,0,10
2018/07/09,,1173,2165,1585,,,1608,2914,2683,3628,2046,,699,977,1597,1257,1183,20,14,25,20,1,6
2018/07/10,,1176,2105,1729,,,1861,3083,3019,3701,2202,,716,928,1452,1677,1271,21,15,27,21,5,6
2018/07/11,,717,1271,1236,,,1198,2095,2112,2563,1396,,470,734,794,953,860,19,15,23,19,4,5
2018/07/12,,1234,2261,1717,,,1852,3194,3056,3766,2285,,811,995,1734,1781,1304,18,13,23,18,0,13
2018/07/13,,604,1253,953,,,961,1871,1643,2159,1366,,406,702,919,2589,751,18,14,23,18,1,17
